Frame,Rotation
798,-12.1377
799,-11.9885
800,-11.1457
801,-10.3033
802,-9.46124
803,-8.6193
804,-7.77732
805,-6.93511
806,-6.09252
807,-5.24936
808,-4.40546
809,-3.56067
810,-2.71481
811,-1.8677
812,-1.0192
813,-0.169128
814,0.682675
815,1.53637
816,2.39212
817,3.25009
818,4.11043
819,4.97331
820,5.83887
821,5.05481
822,4.27984
823,3.51402
824,2.75739
825,2.00996
826,1.27178
827,0.542837
828,-0.176852
829,-0.887295
830,-1.5885
831,-2.28049
832,-2.96329
833,-3.63693
834,-4.30143
835,-4.95684
836,-5.60321
837,-6.24057
838,-6.86898
839,-7.4885
840,-8.09916
841,-8.70104
842,-11.1167
843,-13.5305
844,-15.9427
845,-18.3533
846,-20.7623
847,-23.17
848,-25.5763
849,-27.9813
850,-30.3853
851,-32.7883
852,-35.1904
853,-37.5918
854,-39.9925
855,-42.3928
856,-44.7926
857,-47.1922
858,-49.5916
859,-51.9909
860,-54.3903
861,-56.7899
862,-59.1898
863,-59.8767
864,-60.5939
865,-61.3421
866,-62.1216
867,-62.9332
868,-63.7773
869,-64.6546
870,-65.5657
871,-66.5112
872,-67.4917
873,-68.5077
874,-69.5599
875,-70.6487
876,-71.7745
877,-72.9379
878,-74.1389
879,-75.378
880,-76.655
881,-77.9701
882,-79.3229
883,-80.7132
884,-77.9042
885,-75.0826
886,-72.2541
887,-69.4246
888,-66.6
889,-63.786
890,-60.9882
891,-58.212
892,-55.4623
893,-52.7435
894,-50.0596
895,-47.414
896,-44.8095
897,-42.2482
898,-39.7321
899,-37.262
900,-34.8387
901,-32.4622
902,-30.1323
903,-27.8482
904,-25.6089
905,-25.3605
906,-25.1156
907,-24.8743
908,-24.6366
909,-24.4023
910,-24.1715
911,-23.9441
912,-23.7202
913,-23.4997
914,-23.2825
915,-23.0687
916,-22.8583
917,-22.6512
918,-22.4473
919,-22.2468
920,-22.0495
921,-21.8554
922,-21.6646
923,-21.4769
924,-21.2925
925,-21.1112
926,-21.5636
927,-22.0173
928,-22.4726
929,-22.9294
930,-23.388
931,-23.8483
932,-24.3107
933,-24.775
934,-25.2416
935,-25.7104
936,-26.1816
937,-26.6553
938,-27.1317
939,-27.6109
940,-28.093
941,-28.578
942,-29.0662
943,-29.5577
944,-30.0526
945,-30.551
946,-31.0531
947,-31.2153
948,-31.3776
949,-31.54
950,-31.7026
951,-31.8652
952,-32.028
953,-32.1909
954,-32.354
955,-32.5171
956,-32.6804
957,-32.8437
958,-33.0072
959,-33.1709
960,-33.3346
961,-33.4985
962,-33.6624
963,-33.8265
964,-33.9907
965,-34.155
966,-34.3195
967,-34.484
968,-34.4026
969,-34.3212
970,-34.2399
971,-34.1586
972,-34.0773
973,-33.9961
974,-33.9149
975,-33.8337
976,-33.7526
977,-33.6715
978,-33.5904
979,-33.5093
980,-33.4283
981,-33.3474
982,-33.2664
983,-33.1855
984,-33.1046
985,-33.0238
986,-32.9429
987,-32.8622
988,-32.7814
989,-32.7336
990,-32.6858
